restaurant_name,address,location,primary_cuisine,rating,votes,cost_for_two,sentiment_compound,cluster,segment
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.469,3,Low-traction small places
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.46,3,Low-traction small places
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.452,3,Low-traction small places
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.436,3,Low-traction small places
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.554,3,Low-traction small places
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.613,3,Low-traction small places
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.654,3,Low-traction small places
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.237,3,Low-traction small places
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.409,3,Low-traction small places
"3B's - Buddies, Bar & Barbecues","5th Floor, CPR Tower, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",BTM,North Indian,4.4,1181,1100,0.65,3,Low-traction small places
"3B's - Buddies, Bar & Barbecues","Rooftop, 90/4, Above AB's, Near Park Plaza Hotel, Outer Ring Road, Marathahalli, Bangalore",Marathahalli,North Indian,4.5,1914,1100,0.897,3,Low-traction small places
3G's - Gulp & Groove,"343, 8th A Main Road, Milk Colony, Subramanyanagar, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Finger Food,4.1,664,1100,0.778,1,Budget crowd-pleasers
3G's - Gulp & Groove,"343, 8th A Main Road, Milk Colony, Subramanyanagar, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Finger Food,4.1,664,1100,0.801,1,Budget crowd-pleasers
3G's - Gulp & Groove,"343, 8th A Main Road, Milk Colony, Subramanyanagar, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Finger Food,4.1,664,1100,0.653,1,Budget crowd-pleasers
3G's - Gulp & Groove,"343, 8th A Main Road, Milk Colony, Subramanyanagar, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Finger Food,4.1,664,1100,0.732,1,Budget crowd-pleasers
3G's - Gulp & Groove,"343, 8th A Main Road, Milk Colony, Subramanyanagar, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Finger Food,4.1,664,1100,0.739,1,Budget crowd-pleasers
3G's - Gulp & Groove,"343, 8th A Main Road, Milk Colony, Subramanyanagar, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Finger Food,4.1,664,1100,0.814,1,Budget crowd-pleasers
3G's - Gulp & Groove,"343, 8th A Main Road, Milk Colony, Subramanyanagar, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Finger Food,4.1,664,1100,0.821,1,Budget crowd-pleasers
3G's - Gulp & Groove,"343, 8th A Main Road, Milk Colony, Subramanyanagar, 17th Cross, Malleshwaram, Bangalore",Malleshwaram,Finger Food,4.1,664,1100,0.758,1,Budget crowd-pleasers
3rd Innings,"2/7, Opposite BMW Navnit Motors, Beratana Agrahara Village, Hosur Main Road, Electronic City, Bangalore",Electronic City,Burger,3.0,17,1000,0.333,4,Hidden gems
4 Mangoes,"34, SVB Complex, Opposite Top In Town, Old Airport Road, Bangalore",Old Airport Road,Ice Cream,3.7,16,200,0.938,0,Mass-market favourites
4 Seasons Restaurant,"1st Floor, Lamcy Plaza, Opposite Tanishq Showrrom, HRBR, 2nd Block, Kalyan Nagar, Bangalore",Kalyan Nagar,North Indian,3.7,399,1000,0.047,4,Hidden gems
4 States,"The Bay, Campus 8A, RMZ Ecoworld, Bellandur, Bangalore",Bellandur,South Indian,3.2,4,400,0.754,0,Mass-market favourites
4700BC Popcorn,"Second Floor, Phoenix Market City, Whitefield, Bangalore",Whitefield,Fast Food,4.1,55,500,0.966,0,Mass-market favourites
4Foodiez,"11, Smondoville Neotown Road, Phase-1, Electronic City, Bangalore",Electronic City,South Indian,3.7,82,300,0.925,0,Mass-market favourites
4Foodiez - The Restaurant,"7, Smondo Ville 03, Neotown, Electronic City Phase 1, Electronic City, Bangalore",Electronic City,Street Food,3.0,23,400,0.481,4,Hidden gems
4K Biryani,"37, Somasundarapalya Main Road, ITI Layout, Hosapalaya, Muneshwara Nagar, HSR, Bangalore",HSR,North Indian,3.3,4,700,0.0,2,Premium destination
4th Tea Block,"524, 10th Main, 4th Block, Jayanagar, Bangalore",Jayanagar,Cafe,4.0,62,150,0.872,0,Mass-market favourites
50-50 EATING HOUSE,"23/1, 7th Cross, N R Colony, Basavanagudi, Bangalore",Basavanagudi,South Indian,3.2,4,100,0.0,2,Premium destination
52 Wall Street,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",Koramangala 6th Block,American,3.9,740,1400,0.692,3,Low-traction small places
52 Wall Street,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",Koramangala 6th Block,American,3.9,740,1400,0.646,3,Low-traction small places
52 Wall Street,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",Koramangala 6th Block,American,3.9,740,1400,0.706,3,Low-traction small places
52 Wall Street,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",Koramangala 6th Block,American,3.9,740,1400,0.746,3,Low-traction small places
52 Wall Street,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",Koramangala 6th Block,American,3.9,740,1400,0.713,3,Low-traction small places
52 Wall Street,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",Koramangala 6th Block,American,3.9,740,1400,0.654,3,Low-traction small places
52 Wall Street,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",Koramangala 6th Block,American,3.9,740,1400,0.616,3,Low-traction small places
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",JP Nagar,Finger Food,3.9,1791,1300,0.585,3,Low-traction small places
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",JP Nagar,Finger Food,3.9,1791,1300,0.613,3,Low-traction small places
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",JP Nagar,Finger Food,3.9,1791,1300,0.61,3,Low-traction small places
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",JP Nagar,Finger Food,3.9,1791,1300,0.596,3,Low-traction small places
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",JP Nagar,Finger Food,3.9,1791,1300,0.599,3,Low-traction small places
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",JP Nagar,Finger Food,3.9,1791,1300,0.638,3,Low-traction small places
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",JP Nagar,Finger Food,3.9,1791,1300,0.648,3,Low-traction small places
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",JP Nagar,Finger Food,3.9,1791,1300,0.619,3,Low-traction small places
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",JP Nagar,Finger Food,3.9,1791,1300,0.634,3,Low-traction small places
56 Bhoga Sweets,"49, Agara Circle, Near Hanuman Statue, HSR Layout, Bangalore, HSR, Bangalore",HSR,Mithai,3.6,51,150,0.46,4,Hidden gems
56 Bhoga Sweets,"49, Agara Circle, Near Hanuman Statue, HSR Layout, Bangalore, HSR, Bangalore",HSR,Mithai,3.6,51,150,0.335,4,Hidden gems
56 Bhoga Sweets,"49, Agara Circle, Near Hanuman Statue, HSR Layout, Bangalore, HSR, Bangalore",HSR,Mithai,3.6,51,150,0.382,4,Hidden gems
56 Bhoga Sweets,"49, Agara Circle, Near Hanuman Statue, HSR Layout, Bangalore, HSR, Bangalore",HSR,Mithai,3.6,51,150,0.419,4,Hidden gems
5th Main Cafe,"355, 14th B Cross, 5th Main, 6th Sector, HSR, Bangalore",HSR,Cafe,3.5,15,250,0.615,0,Mass-market favourites
5th Main Cafe,"355, 14th B Cross, 5th Main, 6th Sector, HSR, Bangalore",HSR,Cafe,3.5,15,250,0.618,0,Mass-market favourites
5th Main Cafe,"355, 14th B Cross, 5th Main, 6th Sector, HSR, Bangalore",HSR,Cafe,3.5,15,250,0.618,0,Mass-market favourites
7 Days Restaurant,"103,77, Srinivas Building, Near Infosys Gate No 6, Konappana Agarahara, Electronic City, Bangalore",Electronic City,North Indian,3.8,478,400,0.84,1,Budget crowd-pleasers
7 Degrees North,"36/3 Opposite Silver High Apartment Somsunder Pallya Circle, HSR, Bangalore",HSR,North Indian,3.5,11,500,0.74,0,Mass-market favourites
7 Hills Andhra Mess,"Behind Bagmane Tech Park, Kishnappa Garden, Near HP Office, CV Raman Nagar, Bangalore",CV Raman Nagar,Andhra,3.4,8,300,0.486,4,Hidden gems
7 Plates,"12, Rahmathnagar Bus Stop, RT Nagar, Bangalore",RT Nagar,North Indian,3.9,210,600,0.876,1,Budget crowd-pleasers
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Mughlai,3.7,259,750,0.677,1,Budget crowd-pleasers
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Mughlai,3.7,259,750,0.678,1,Budget crowd-pleasers
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Mughlai,3.7,259,750,0.678,1,Budget crowd-pleasers
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Mughlai,3.7,259,750,0.68,1,Budget crowd-pleasers
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Mughlai,3.7,259,750,0.68,1,Budget crowd-pleasers
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Mughlai,3.7,259,750,0.68,1,Budget crowd-pleasers
7 Plates,"420, 5th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Kalyan Nagar,North Indian,3.5,531,600,0.759,1,Budget crowd-pleasers
7 Plates,"420, 5th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Kalyan Nagar,North Indian,3.5,531,600,0.898,1,Budget crowd-pleasers
7 Plates,"5/5, Benson Cross Road, Near Family Super Market, Benson Town, Frazer Town, Bangalore",Frazer Town,North Indian,3.9,171,600,0.962,1,Budget crowd-pleasers
7 Shanghai,"7, Krishna Gowda Building, Opposite Wipro Gate 12, Electronic City Phase 1, Bangalore",Electronic City,Chinese,3.5,19,250,0.214,4,Hidden gems
7 Spice,"Number 122, Opposite Seethapama, Kalyana Mantapa, Banaswadi, Bangalore",Banaswadi,Biryani,3.4,5,250,0.973,0,Mass-market favourites
7 Star Biryani,"507, 6th Block, 6th Cro6ss, Near Kormangala Club, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Biryani,3.2,15,250,-0.057,2,Premium destination
7 to 11 Food Court,"45, 5th Cross, Jai Jawan Nagar, Banaswadi, Bangalore",Banaswadi,Fast Food,3.7,18,200,0.626,0,Mass-market favourites
7 to 11 Food Court,"45, 5th Cross, Jai Jawan Nagar, Banaswadi, Bangalore",Banaswadi,Fast Food,3.7,18,200,0.663,0,Mass-market favourites
70 Brigade - Iris Hotel,"Iris Hotel, Next to Eva Mall, 70, Brigade Road, Bangalore",Brigade Road,Chinese,3.9,106,1000,0.261,4,Hidden gems
7Biryanis,"MS Ramaiah North City, Manayata Tech Park, Nagavara Bengaluru, Nagawara, Bangalore",Nagawara,Andhra,3.2,4,600,0.121,2,Premium destination
7th Heaven,"4/3, Sree Complex, 12th Main, MSRE College Road, Mathikere, New BEL Road, Bangalore",New BEL Road,Bakery,3.6,17,300,0.88,0,Mass-market favourites
8 Slice,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Pizza,3.7,74,600,0.839,0,Mass-market favourites
8 Slice,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Pizza,3.7,74,600,0.839,0,Mass-market favourites
8 Slice,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Pizza,3.7,74,600,0.839,0,Mass-market favourites
90's Beer Cafe - Hotel Millennium Plaza,"396/48, Huskur Gate, Opposite Vimalalaya Hospital, Near Biocon Factory, Electronic City, Bengaluru",Electronic City,Finger Food,3.0,7,1000,0.565,0,Mass-market favourites
99 Caffe,"10, Opposite Bhawana PG, Kundanahalli Gate, Brookefield, Bangalore",Brookefield,South Indian,3.6,106,250,0.435,4,Hidden gems
99 Caffe,"10, Opposite Bhawana PG, Kundanahalli Gate, Brookefield, Bangalore",Brookefield,South Indian,3.6,106,250,0.971,0,Mass-market favourites
99 Pancakes,"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore",Church Street,Desserts,4.1,48,300,0.813,0,Mass-market favourites
99 Pancakes,"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore",Church Street,Desserts,4.1,48,300,0.829,0,Mass-market favourites
99 Pancakes,"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore",Church Street,Desserts,4.1,48,300,0.814,0,Mass-market favourites
99 Pancakes,"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore",Church Street,Desserts,4.1,48,300,0.798,0,Mass-market favourites
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.842,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.835,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.847,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.843,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.845,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.846,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.84,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.821,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.823,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.833,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.849,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.84,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.844,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.851,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.845,1,Budget crowd-pleasers
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,4.5,360,300,0.857,1,Budget crowd-pleasers
99 Variety Dosa & Pav Bhaji,"6th Block, Sony World Signal, Koramangala 6th Block, Bangalore",Koramangala 6th Block,South Indian,3.8,16,250,0.874,0,Mass-market favourites
99 Variety Dosa and Pav Bhaji,"17G, 18th Cross, 3rd Sector, HSR, Bangalore",HSR,South Indian,4.0,101,250,0.975,0,Mass-market favourites
99Foods,"Beside Arena Mall, Outer Ring Road, Opposite BCBP Tech Park, Doddanekundi, Bangalore",Marathahalli,Biryani,3.4,32,400,0.414,4,Hidden gems
9D Foods,"8, Ground Floor, KRTI Building, SGR Dental College Road, Munnekolala, Marathahalli, Bangalore",Marathahalli,North Indian,4.1,461,400,0.722,1,Budget crowd-pleasers
9D Foods,"8, Ground Floor, KRTI Building, SGR Dental College Road, Munnekolala, Marathahalli, Bangalore",Marathahalli,North Indian,4.1,461,400,0.693,1,Budget crowd-pleasers
9th Cross Cafe,"L 66, 7th Main Road, LIC Colony, HAL 3rd Stage, Sector 11, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,Cafe,3.6,12,550,0.881,0,Mass-market favourites
A 1 Pizza and Food,"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",Old Airport Road,Pizza,2.8,215,300,-0.068,2,Premium destination
A 1 Pizza and Food,"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",Old Airport Road,Pizza,2.8,215,300,-0.041,2,Premium destination
A 1 Pizza and Food,"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",Old Airport Road,Pizza,2.8,215,300,-0.041,2,Premium destination
A 1 Pizza and Food,"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",Old Airport Road,Pizza,2.8,215,300,0.825,0,Mass-market favourites
A Bar,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR, Bangalore",HSR,North Indian,3.3,19,600,0.586,0,Mass-market favourites
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafe,4.3,2874,600,0.847,1,Budget crowd-pleasers
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafe,4.3,2874,600,0.814,1,Budget crowd-pleasers
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafe,4.3,2874,600,0.822,1,Budget crowd-pleasers
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafe,4.3,2874,600,0.888,1,Budget crowd-pleasers
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafe,4.3,2874,600,0.87,1,Budget crowd-pleasers
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafe,4.3,2874,600,0.885,1,Budget crowd-pleasers
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafe,4.3,2874,600,0.789,1,Budget crowd-pleasers
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafe,4.3,2874,600,0.875,1,Budget crowd-pleasers
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafe,4.3,2874,600,0.862,1,Budget crowd-pleasers
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafe,4.3,2874,600,0.833,1,Budget crowd-pleasers
