restaurant_name,address,location,primary_cuisine,rating,votes,cost_for_two,sentiment_compound,cluster,segment
Hasee-E-Shan Makers Of Biryani,"107/P4, Pattandur Agrahara Village, Near ITPL Back Gate 3, Whitefield, Bangalore",Whitefield,Biryani,3.5,16,500,0.669,0,Mass-market favourites
Hasee-E-Shan Makers Of Biryani,"107/P4, Pattandur Agrahara Village, Near ITPL Back Gate 3, Whitefield, Bangalore",Whitefield,Biryani,3.5,16,500,0.81,0,Mass-market favourites
Hash Caff Restaurant,"8, AET College Junction, Doddakannahalli, Sarjapur Road, Bangalore",Sarjapur Road,South Indian,3.4,10,300,0.901,0,Mass-market favourites
Hashery Family Restaurant,"Serial 18/1C1AA1F, Site 3, Ground, First and Second Floors, Doddakanneli, Sarjapur Main Road, Sarjapur Road, Bangalore",Sarjapur Road,North Indian,3.3,11,600,0.287,4,Hidden gems
Hashtag Cafe,"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Brigade Road,Cafe,2.8,46,700,0.247,4,Hidden gems
Hashtag Cafe,"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Brigade Road,Cafe,2.8,46,700,0.311,4,Hidden gems
Hashtag Cafe,"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Brigade Road,Cafe,2.8,46,700,0.247,4,Hidden gems
Hashtag Cafe,"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Brigade Road,Cafe,2.8,46,700,0.31,4,Hidden gems
Hashtag Cafe,"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Brigade Road,Cafe,2.8,46,700,0.12,4,Hidden gems
Hashtag Cafe,"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Brigade Road,Cafe,2.8,46,700,0.174,4,Hidden gems
Hashtag Cafe,"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Brigade Road,Cafe,2.8,46,700,0.247,4,Hidden gems
Hashtag Cafe,"5, 5th Floor, Brigade Royal Hotel, Brigade Road, Bangalore",Brigade Road,Cafe,2.8,46,700,0.31,4,Hidden gems
Hashtag Kitchen,"14, 1st Floor, Alpine Eco Road, Vinayaka Layout, Doddanekundi, Near the Greens Apartment, Marathahalli, Bangalore",Marathahalli,North Indian,3.4,51,600,0.906,0,Mass-market favourites
Hashtag Kitchen,"14, 1st Floor, Alpine Eco Road, Vinayaka Layout, Doddanekundi, Near the Greens Apartment, Marathahalli, Bangalore",Marathahalli,North Indian,3.4,51,600,0.777,0,Mass-market favourites
Hashtag Kitchen,"14, 1st Floor, Alpine Eco Road, Vinayaka Layout, Doddanekundi, Near the Greens Apartment, Marathahalli, Bangalore",Marathahalli,North Indian,3.4,51,600,0.68,0,Mass-market favourites
Hasini Foods,"39, Ground Floor, Paragon Prima, 8th Main, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Andhra,2.9,21,450,0.433,4,Hidden gems
Hasini Foods,"39, Ground Floor, Paragon Prima, 8th Main, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Andhra,2.9,21,450,0.434,4,Hidden gems
Hasini Foods,"39, Ground Floor, Paragon Prima, 8th Main, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Andhra,2.9,21,450,0.613,0,Mass-market favourites
Hatch,"30,1st Cross, Sampige Road, Malleshwaram, Bangalore",Malleshwaram,North Indian,4.2,471,1200,0.874,3,Low-traction small places
Hatch,"30,1st Cross, Sampige Road, Malleshwaram, Bangalore",Malleshwaram,North Indian,4.2,471,1200,0.874,3,Low-traction small places
Hatch,"30,1st Cross, Sampige Road, Malleshwaram, Bangalore",Malleshwaram,North Indian,4.2,471,1200,0.903,3,Low-traction small places
Hatch,"30,1st Cross, Sampige Road, Malleshwaram, Bangalore",Malleshwaram,North Indian,4.2,471,1200,0.878,3,Low-traction small places
Hatch,"30,1st Cross, Sampige Road, Malleshwaram, Bangalore",Malleshwaram,North Indian,4.2,471,1200,0.903,3,Low-traction small places
Hatti Kaapi,"126, Opposite Police Station, 7th Main, 4th Block, Jayanagar, Bangalore",Jayanagar,South Indian,4.0,89,200,0.76,0,Mass-market favourites
Hatti Kaapi,"126, Opposite Police Station, 7th Main, 4th Block, Jayanagar, Bangalore",Jayanagar,South Indian,4.0,89,200,0.763,0,Mass-market favourites
Hatti Kaapi,"133, MIG, KHB Colony, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,South Indian,3.9,237,200,0.808,1,Budget crowd-pleasers
Hatti Kaapi,"133, MIG, KHB Colony, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,South Indian,3.9,237,200,0.823,1,Budget crowd-pleasers
Hatti Kaapi,"185, Deena Complex, Brigade Road, Bangalore",Brigade Road,South Indian,3.9,54,200,0.345,4,Hidden gems
Hatti Kaapi,"G1, Mfar Manyatha Tech Park, Thanisandra, Nagawara, Bangalore",Nagawara,South Indian,3.6,33,200,0.846,0,Mass-market favourites
Hatti Kaapi,"No.14// 1-1, 1st Main Road, 2nd Block, Rajajinagar, Bangalore",Rajajinagar,Beverages,3.6,4,200,0.896,0,Mass-market favourites
Hatti Kaapi,"Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",Malleshwaram,South Indian,3.7,31,200,0.901,0,Mass-market favourites
Hatti Kaapi,"Yellappa Chetty Layout, Sivanchetti Gardens, Ulsoor, Bangalore",Ulsoor,South Indian,3.8,33,200,0.885,0,Mass-market favourites
Hatti Kaapi,"Yellappa Chetty Layout, Sivanchetti Gardens, Ulsoor, Bangalore",Ulsoor,South Indian,3.8,33,200,0.865,0,Mass-market favourites
Hatti Punjab Di,"1-8-3, 5th floor, Orchid Park, Neeladri Road, Karuna Nagar, Electronics City Phase 1, Electronic City, Bangalore",Electronic City,North Indian,3.0,291,550,0.026,2,Premium destination
Hatti Punjab Di,"1428, Jagadish Suites, 21st Cross, 4th Main, Sector 7, HSR, Bangalore",HSR,North Indian,3.3,24,600,0.383,4,Hidden gems
Hatti Punjab Di,"25, First Cross, Behind Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore",Brigade Road,North Indian,3.4,8,450,0.867,0,Mass-market favourites
Hatti Punjab Di,"998/N, Ground Floor, Opposite To HDFC Bank, 1st Main, Koramangala 1st Block, Bangalore",Koramangala 1st Block,North Indian,3.9,237,250,0.358,4,Hidden gems
Hatti Punjab Di,"998/N, Ground Floor, Opposite To HDFC Bank, 1st Main, Koramangala 1st Block, Bangalore",Koramangala 1st Block,North Indian,3.9,237,250,0.328,4,Hidden gems
Hatti Punjab Di,"998/N, Ground Floor, Opposite To HDFC Bank, 1st Main, Koramangala 1st Block, Bangalore",Koramangala 1st Block,North Indian,3.9,237,250,0.328,4,Hidden gems
Hatti Punjab Di,"998/N, Ground Floor, Opposite To HDFC Bank, 1st Main, Koramangala 1st Block, Bangalore",Koramangala 1st Block,North Indian,3.9,237,250,0.328,4,Hidden gems
Hatti Punjab Di,"Plot 124, Near Vellara Junction, Opposite Brigade Towers, Brigade Road, Bangalore",Brigade Road,North Indian,2.8,20,550,0.755,0,Mass-market favourites
Hattke,"House 3, Ranganath Complex, Near NCBS University, Canara Bank Layout, Sahakara Nagar, Bangalore",Sahakara Nagar,North Indian,3.5,27,350,0.752,0,Mass-market favourites
Haute,"776, 1st Floor, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Continental,4.5,117,1200,0.946,3,Low-traction small places
Have More,"1, Prem Prasad Complex, 3rd Floor, Opposite Ramaiah Hospital, New BEL Road, Bangalore",New BEL Road,North Indian,3.9,510,700,0.815,1,Budget crowd-pleasers
Have More,"306, Ground Floor, HRBR Layout, Hennur Main Road, Kammanhalli Bangalore, Kammanahalli, Bangalore",Kammanahalli,North Indian,3.9,203,700,0.874,1,Budget crowd-pleasers
Have More,"306, Ground Floor, HRBR Layout, Hennur Main Road, Kammanhalli Bangalore, Kammanahalli, Bangalore",Kammanahalli,North Indian,3.9,203,700,0.83,1,Budget crowd-pleasers
Haveli,"31,32/2, 1st Floor, SPR Complex, New Tippasandra Main Road( Near Anjaneya Temple), Thippasandra, Bangalore",Thippasandra,North Indian,3.6,22,300,0.743,0,Mass-market favourites
Haveli,"31,32/2, 1st Floor, SPR Complex, New Tippasandra Main Road( Near Anjaneya Temple), Thippasandra, Bangalore",Thippasandra,North Indian,3.6,22,300,0.743,0,Mass-market favourites
Haveli,"AVR Plaza, Munnekollala Bus Stop, Near, Narayana Swamy Temple, Marathahalli, Bangalore",Marathahalli,Biryani,3.7,61,700,0.632,0,Mass-market favourites
Haveli,"AVR Plaza, Munnekollala Bus Stop, Near, Narayana Swamy Temple, Marathahalli, Bangalore",Marathahalli,Biryani,3.7,61,700,0.652,0,Mass-market favourites
Haveli,"AVR Plaza, Munnekollala Bus Stop, Near, Narayana Swamy Temple, Marathahalli, Bangalore",Marathahalli,Biryani,3.7,61,700,0.664,0,Mass-market favourites
Haveli,"AVR Plaza, Munnekollala Bus Stop, Near, Narayana Swamy Temple, Marathahalli, Bangalore",Marathahalli,Biryani,3.7,61,700,0.701,0,Mass-market favourites
Havelli - Chairman's Resort,"Chairman's Resort, 14/1, Kodigehalli Main Road, Hebbal Area, Sahakara Nagar, Bangalore",Sahakara Nagar,North Indian,3.5,137,1250,0.893,0,Mass-market favourites
Havmor,"1014/44, 26th Main Road, 38th Cross, 4th Block, Jayanagar, Bangalore",Jayanagar,Ice Cream,3.8,37,200,0.792,0,Mass-market favourites
Havmor,"1014/44, 26th Main Road, 38th Cross, 4th Block, Jayanagar, Bangalore",Jayanagar,Ice Cream,3.8,37,200,0.769,0,Mass-market favourites
Havmor,"1014/44, 26th Main Road, 38th Cross, 4th Block, Jayanagar, Bangalore",Jayanagar,Ice Cream,3.8,37,200,0.769,0,Mass-market favourites
Havmor,"4, Ground Floor, 1st Main Road. 2nd Block, 3rd Stage, Basaveshwara Nagar, Bangalore",Basaveshwara Nagar,Ice Cream,3.8,43,200,0.828,0,Mass-market favourites
Havmor,"647, 5th Main Road, RBI Layout, 7th Phase, Opposite Elita Promenade, JP Nagar, Bangalore",JP Nagar,Ice Cream,3.5,21,200,0.268,4,Hidden gems
Havmor,"75, Kanakapura Road, Vasavi Circle, V.V Puram, Basavanagudi, Bangalore",Basavanagudi,Ice Cream,3.9,22,200,0.795,0,Mass-market favourites
Havmor,"75, Kanakapura Road, Vasavi Circle, V.V Puram, Basavanagudi, Bangalore",Basavanagudi,Ice Cream,3.9,22,200,0.795,0,Mass-market favourites
Havmor,"Balaji Layout, OMBR Layout, Banaswadi, Bangalore",Banaswadi,Ice Cream,3.1,27,200,0.401,0,Mass-market favourites
Havmor - Hav Funn,"434, Ground Floor, J.R.Arcade, 17th Cross Road, Sector 4, HSR, Bangalore",HSR,Ice Cream,3.3,6,300,0.978,0,Mass-market favourites
Havyaka Mess,"Opp Vinayaka hospital, Near Seetha Circle , 80 Feet Road, Banashankari, Bangalore",Banashankari,South Indian,3.9,28,300,0.477,0,Mass-market favourites
Hayaat,"89, 5th Main Road, Kammanahalli, Bangalore",Kammanahalli,Kerala,3.4,7,600,0.829,0,Mass-market favourites
Head O State,"2010, 2nd floor, 100 Feet Road, HAL Second Stage, Above Bata Showroom, Indiranagar, Bangalore",Indiranagar,Continental,3.8,200,1000,-0.937,2,Premium destination
Head O State,"2010, 2nd floor, 100 Feet Road, HAL Second Stage, Above Bata Showroom, Indiranagar, Bangalore",Indiranagar,Continental,3.8,200,1000,0.021,4,Hidden gems
Head's Or Tail's,"292, 1st Floor, 12th Cross, Wilson Garden, Bangalore",Wilson Garden,Finger Food,4.0,141,1000,0.947,1,Budget crowd-pleasers
Health Gourmet,"1378 1/1, Junnasandra, Opposite Wipro Corporate Office, Sarjapur Road, Bangalore",Sarjapur Road,Continental,3.8,117,600,0.166,4,Hidden gems
Health Gourmet,"1378 1/1, Junnasandra, Opposite Wipro Corporate Office, Sarjapur Road, Bangalore",Sarjapur Road,Continental,3.8,117,600,0.346,4,Hidden gems
Health Zingo,"157, Green Glen Layout, Near HDFC Bank, Bellandur, Bangalore",Bellandur,North Indian,3.8,373,600,0.036,4,Hidden gems
Health Zingo,"157, Green Glen Layout, Near HDFC Bank, Bellandur, Bangalore",Bellandur,North Indian,3.8,373,600,0.465,4,Hidden gems
Healthie,"180, 1st Floor, Above Apollo Gym, Punappa Layout, Hennur Cross, Hennur, Bangalore",Hennur,Healthy Food,3.3,80,600,0.466,4,Hidden gems
Healthie,"180, 1st Floor, Above Apollo Gym, Punappa Layout, Hennur Cross, Hennur, Bangalore",Hennur,Healthy Food,3.3,80,600,0.421,4,Hidden gems
Healthie,"4, 39/1, St Mary's Building, 2nd Stage, Indiranagar, Bangalore",Indiranagar,Healthy Food,3.9,194,600,0.577,1,Budget crowd-pleasers
Healthie,"4, 39/1, St Mary's Building, 2nd Stage, Indiranagar, Bangalore",Indiranagar,Healthy Food,3.9,194,600,0.744,1,Budget crowd-pleasers
Healthie,"45, 14th Main, 7th Phase, Puttehahalli Palya, Opposite Of Samsung Smart Cafe, JP Nagar, Bangalore",JP Nagar,Healthy Food,3.3,4,600,0.894,0,Mass-market favourites
Healthie,"45, 14th Main, 7th Phase, Puttehahalli Palya, Opposite Of Samsung Smart Cafe, JP Nagar, Bangalore",JP Nagar,Healthy Food,3.3,4,600,0.602,0,Mass-market favourites
Healthie,"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",Sarjapur Road,Healthy Food,3.9,70,600,0.528,4,Hidden gems
Healthie,"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",Sarjapur Road,Healthy Food,3.9,70,600,0.606,0,Mass-market favourites
Healthie,"836, 1st Floor, Rajpalya, Mahadevpura, Near Bharat Petrol Pump, Basavanna Nagar, Whitefield, Bangalore",Whitefield,Healthy Food,3.9,121,600,0.365,1,Budget crowd-pleasers
Healthie,"836, 1st Floor, Rajpalya, Mahadevpura, Near Bharat Petrol Pump, Basavanna Nagar, Whitefield, Bangalore",Whitefield,Healthy Food,3.9,121,600,0.541,1,Budget crowd-pleasers
Healthie,"First Floor, First Cross, Besides Bosch, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Healthy Food,3.9,107,600,0.928,0,Mass-market favourites
Healthie,"First Floor, First Cross, Besides Bosch, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Healthy Food,3.9,107,600,0.38,4,Hidden gems
Healthie,"First Floor, First Cross, Besides Bosch, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Healthy Food,3.9,107,600,0.387,4,Hidden gems
Healthie,"First Floor, First Cross, Besides Bosch, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Healthy Food,3.9,107,600,0.34,4,Hidden gems
Healthie,"First Floor, First Cross, Besides Bosch, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Healthy Food,3.9,107,600,0.42,4,Hidden gems
Healthie,"First Floor, First Cross, Besides Bosch, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Healthy Food,3.9,107,600,0.381,4,Hidden gems
Healthy Sapiens,"FF03, 13-Brick Post, Ramakrishnappa Road, Cox Town, Frazer Town, Bangalore",Frazer Town,American,3.8,23,300,0.912,0,Mass-market favourites
Healthy Yummy Food Restaurant,"278, 3nd Floor, Opposite Venkateshwara Temple, Sector 7, HSR. Bangalore",HSR,Beverages,3.6,16,900,0.882,0,Mass-market favourites
Hearts Unlock Cafe,"18, 3rd Floor, 2nd Cross, NS Palya, Industrial Layout, BTM, Bangalore",BTM,Cafe,3.2,11,500,0.641,0,Mass-market favourites
Heavenly Desserts,"Bloomingdale Layout, Off, Sarjapur Road, Bangalore",Sarjapur Road,Bakery,3.6,11,300,0.91,0,Mass-market favourites
Heavenly Desserts,"Bloomingdale Layout, Off, Sarjapur Road, Bangalore",Sarjapur Road,Bakery,3.6,11,300,0.91,0,Mass-market favourites
Height's Cafe - Hotel Bangalore International,"Hotel Bangalore International, 2A-2B, Crescent Road, Highgrounds, Race Course Road, Bangalore",Race Course Road,Continental,3.2,2,1000,0.0,2,Premium destination
Hello Brother Hotel,"856, 3rd Sector, 17th Main Road, HSR Layout, Near Government School, HSR, Bangalore",HSR,North Indian,3.4,6,300,0.0,2,Premium destination
Hello Curry,"35/1 B, Near Spice Garden, Varthur Main Road, Marathahalli, Bangalore",Marathahalli,North Indian,2.8,58,600,0.492,4,Hidden gems
Hello Curry,"35/1 B, Near Spice Garden, Varthur Main Road, Marathahalli, Bangalore",Marathahalli,North Indian,2.8,58,600,0.453,4,Hidden gems
Hello Curry,"35/1 B, Near Spice Garden, Varthur Main Road, Marathahalli, Bangalore",Marathahalli,North Indian,2.8,58,600,0.354,4,Hidden gems
Hello Resto-Pub,"157/A, Behind EGL Tech Park, Murugeshpalya, Old Airport Road, Bangalore",Old Airport Road,Continental,4.1,348,900,0.662,1,Budget crowd-pleasers
Helloo Delhi,"17, 18th Cross Road, Near Reliance Digital, Sector 3, HSR layout, HSR, Bangalore",HSR,North Indian,3.9,880,1000,0.96,1,Budget crowd-pleasers
Helloo Delhi,"770, 80 Feet Road, Koramangala 4th Block, Bangalore",Koramangala 4th Block,North Indian,4.1,221,1000,0.927,1,Budget crowd-pleasers
Helloo Delhi,"Kasavanhalli, Sarjapur Road, Bangalore",Sarjapur Road,North Indian,3.2,34,1000,0.045,2,Premium destination
Helloo Delhi,"Kasavanhalli, Sarjapur Road, Bangalore",Sarjapur Road,North Indian,3.2,34,1000,0.36,4,Hidden gems
Helloo Delhi,"Kasavanhalli, Sarjapur Road, Bangalore",Sarjapur Road,North Indian,3.2,34,1000,0.404,4,Hidden gems
Helloo Delhi,"Kasavanhalli, Sarjapur Road, Bangalore",Sarjapur Road,North Indian,3.2,34,1000,0.523,4,Hidden gems
Herbs & Spices,"154, Whitefield Main Road, Whitefield, Bangalore",Whitefield,Italian,4.0,1116,1000,0.818,1,Budget crowd-pleasers
Here & Now,"Shop 28, Opposite BDA Complex, 14th Main Road, Sector 2, HSR Layout, Bangalore",HSR,Cafe,4.6,1590,750,0.916,1,Budget crowd-pleasers
Here & Now,"Shop 28, Opposite BDA Complex, 14th Main Road, Sector 2, HSR Layout, Bangalore",HSR,Cafe,4.6,1590,750,0.937,1,Budget crowd-pleasers
Here & Now,"Shop 28, Opposite BDA Complex, 14th Main Road, Sector 2, HSR Layout, Bangalore",HSR,Cafe,4.6,1590,750,0.912,1,Budget crowd-pleasers
Here & Now,"Shop 28, Opposite BDA Complex, 14th Main Road, Sector 2, HSR Layout, Bangalore",HSR,Cafe,4.6,1590,750,0.944,1,Budget crowd-pleasers
Heritage Cafe,"437, 38th B Cross Road, 9th Block, Jayanagar, Bangalore",Jayanagar,Fast Food,3.6,11,200,0.648,0,Mass-market favourites
Hi Seoul,"309, 7th Main Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Kalyan Nagar,Korean,4.1,202,800,0.77,1,Budget crowd-pleasers
Hi Seoul,"309, 7th Main Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Kalyan Nagar,Korean,4.1,202,800,0.798,1,Budget crowd-pleasers
Hi Seoul,"309, 7th Main Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Kalyan Nagar,Korean,4.1,202,800,0.776,1,Budget crowd-pleasers
Hi Seoul,"309, 7th Main Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Kalyan Nagar,Korean,4.1,202,800,0.83,1,Budget crowd-pleasers
Hide Out - The Golden Tulip,"The Golden Tulip, 56/A, Opposite Wipro Gate 5, Electronic City, Bangalore",Electronic City,Finger Food,3.2,9,1800,0.75,0,Mass-market favourites
Hide Out Cafe,"775/1, Opposite Gupta Collage, 7th Block, 3rd Stage, Banashankari, Bangalore",Banashankari,Cafe,3.7,31,300,0.889,0,Mass-market favourites
High n Hungry,"18, 4th Main, 14th Cross, 4th Link Road, Maruthi Nagar, Madiwala, BTM, Bangalore",BTM,North Indian,2.9,95,700,-0.094,2,Premium destination
HIGH SKY,"590-10/1, First Cross, BEML Layout, Tubarahalli, Whitefield, Bangalore",Whitefield,Continental,3.6,32,1000,0.347,4,Hidden gems
HIGH SKY,"590-10/1, First Cross, BEML Layout, Tubarahalli, Whitefield, Bangalore",Whitefield,Continental,3.6,32,1000,0.704,0,Mass-market favourites
High Ultra Lounge,"26/1 , 31st Floor, Dr. Rajkumar Road, World Trade Centre, Brigade Gateway Campus, Malleshwaram, Bangalore",Malleshwaram,Japanese,4.1,4781,2600,0.679,3,Low-traction small places
High Ultra Lounge,"26/1 , 31st Floor, Dr. Rajkumar Road, World Trade Centre, Brigade Gateway Campus, Malleshwaram, Bangalore",Malleshwaram,Japanese,4.1,4781,2600,0.764,3,Low-traction small places
High Ultra Lounge,"26/1 , 31st Floor, Dr. Rajkumar Road, World Trade Centre, Brigade Gateway Campus, Malleshwaram, Bangalore",Malleshwaram,Japanese,4.1,4781,2600,0.736,3,Low-traction small places
High Ultra Lounge,"26/1 , 31st Floor, Dr. Rajkumar Road, World Trade Centre, Brigade Gateway Campus, Malleshwaram, Bangalore",Malleshwaram,Japanese,4.1,4781,2600,0.709,3,Low-traction small places
HighTeaParty Cafe,"51, 19th Cross, 8th Main Road, Malleshwaram, Bangalore",Malleshwaram,Cafe,3.9,72,500,0.758,0,Mass-market favourites
HighTeaParty Cafe,"51, 19th Cross, 8th Main Road, Malleshwaram, Bangalore",Malleshwaram,Cafe,3.9,72,500,0.758,0,Mass-market favourites
Himalyan Inn Tibet Kitchen,"332, Double Road, 2nd Stage, Indiranagar, Bangalore",Indiranagar,Chinese,3.7,42,400,0.92,0,Mass-market favourites
Hind Ka Chulah,"4th Floor, Food Court, Soul Space Arena, Doddanekundi, Marathahalli, Bangalore",Marathahalli,North Indian,3.7,210,600,0.557,1,Budget crowd-pleasers
Hind Ka Chulah,"4th Floor, Food Court, Soul Space Arena, Doddanekundi, Marathahalli, Bangalore",Marathahalli,North Indian,3.7,210,600,0.605,1,Budget crowd-pleasers
Hind Ka Chulah,"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Bannerghatta Road,North Indian,3.8,182,600,0.703,1,Budget crowd-pleasers
Hind Ka Chulah,"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Bannerghatta Road,North Indian,3.8,182,600,0.743,1,Budget crowd-pleasers
Hit and Run,"47/48, Residency Road, Ashok Nagar, Bangalore",Central Bangalore,Fast Food,3.7,15,350,0.83,0,Mass-market favourites
Hiyar Majhe Kolkata,"57/1, Near Alliance University, 19th Cross, 7th Main, 2nd Stage, BTM, Bangalore",BTM,Bengali,3.9,257,400,0.559,1,Budget crowd-pleasers
Hiyar Majhe Kolkata,"57/1, Near Alliance University, 19th Cross, 7th Main, 2nd Stage, BTM, Bangalore",BTM,Bengali,3.9,257,400,0.561,1,Budget crowd-pleasers
Hiyar Majhe Kolkata,"57/1, Near Alliance University, 19th Cross, 7th Main, 2nd Stage, BTM, Bangalore",BTM,Bengali,3.9,257,400,0.515,1,Budget crowd-pleasers
Hiyar Majhe Kolkata,"57/1, Near Alliance University, 19th Cross, 7th Main, 2nd Stage, BTM, Bangalore",BTM,Bengali,3.9,257,400,0.522,1,Budget crowd-pleasers
Hoai Ice Cafe,"135, Srinivasa Building, 9th Cross, 3rd Main Road, Margosa Road, Malleshwaram, Bangalore",Malleshwaram,Desserts,3.5,12,150,0.525,0,Mass-market favourites
Hodge Podge,"86/1, Thubrahalli, Whitefield, Bangalore",Whitefield,Desserts,3.6,10,300,-0.626,2,Premium destination
Hodge Podge,"86/1, Thubrahalli, Whitefield, Bangalore",Whitefield,Desserts,3.6,10,300,0.836,0,Mass-market favourites
Hokey Pokey Ice Creams,"5, Rasa Jeev, Ground Floor, Sree Complex, Kaikondanhalli, Sarjapur Road, Bangalore",Sarjapur Road,Ice Cream,3.9,75,350,0.977,0,Mass-market favourites
Holiday Fast Food,"8/1, 27th Cross, Vivek Nagar, Ejipura, Bangalore",Ejipura,Kerala,3.4,21,350,0.704,0,Mass-market favourites
Holiday Fast Food,"8/1, 27th Cross, Vivek Nagar, Ejipura, Bangalore",Ejipura,Kerala,3.4,21,350,0.705,0,Mass-market favourites
Holige Mane,"27/1, 10th Cross, Yellappa Garden, Malleshwaram, Bangalore",Malleshwaram,South Indian,4.2,128,100,0.722,1,Budget crowd-pleasers
Holige Mane,"34, 3rd Cross, Sampigne Road, Malleshwaram, Bangalore",Malleshwaram,South Indian,4.1,56,100,0.799,0,Mass-market favourites
Holige Mane,"642, 12th Main Road, Near Basham Circle, 3rd Block, Rajajinagar, Bangalore",Rajajinagar,Mithai,3.6,15,100,0.795,0,Mass-market favourites
Home Food,"Shop 92, 2nd Cross, 5th Main, Kullappa Circle, Kammanahalli, Bangalore",Kammanahalli,South Indian,3.5,17,300,0.437,4,Hidden gems
Home Food,"Shop 92, 2nd Cross, 5th Main, Kullappa Circle, Kammanahalli, Bangalore",Kammanahalli,South Indian,3.5,17,300,0.304,4,Hidden gems
Home Food,"Shop 92, 2nd Cross, 5th Main, Kullappa Circle, Kammanahalli, Bangalore",Kammanahalli,South Indian,3.5,17,300,0.648,0,Mass-market favourites
Home Food Punjabi Dhabha,"Near State Bank of India, Krishnappa Building, Yemaluru Main Road, Marathahalli, Bangalore",Marathahalli,North Indian,3.1,6,350,-0.189,2,Premium destination
Home Tiff-INN's,"8/ 601-602/ 22-5, Kasavanahalli Main Road, Sarjapur Road, Bangalore",Sarjapur Road,South Indian,3.6,18,250,0.914,0,Mass-market favourites
Home Touch Hotel,"483, 8th Cross, 10th Main, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,South Indian,3.2,4,150,0.0,2,Premium destination
Home Treat,"Markham Road, Ashok Nagar",Brigade Road,North Indian,3.1,7,150,0.202,4,Hidden gems
HomeDeli Kitchen,"1648/3, Basement, Rannaghar Restaurant, Opposite Miranda School, HAL, 3rd Stage, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,North Indian,3.0,401,600,-0.647,2,Premium destination
HomeDeli Kitchen,"1648/3, Basement, Rannaghar Restaurant, Opposite Miranda School, HAL, 3rd Stage, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,North Indian,3.0,401,600,-0.83,2,Premium destination
Homelicious Food,"77/1, CJR Arcade, Bellandur, Bangalore",Bellandur,North Indian,4.0,63,200,0.807,0,Mass-market favourites
Homelicious Food,"77/1, CJR Arcade, Bellandur, Bangalore",Bellandur,North Indian,4.0,63,200,0.908,0,Mass-market favourites
Homely Curries & Pickles,"1204, 2nd Main, Tavarekere Extension, Maruthi Nagar, BTM, Bangalore",BTM,Biryani,3.4,50,300,0.933,0,Mass-market favourites
Homely Curries & Pickles,"162/1, 7th ABC Cross, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Biryani,3.1,21,300,0.859,0,Mass-market favourites
HomelyDelight,"1st Floor, 606, C Block, AECS Layout, Kundalahalli, Brookefield, Bangalore",Brookefield,North Indian,3.8,40,300,0.144,4,Hidden gems
HomelyDelight,"1st Floor, 606, C Block, AECS Layout, Kundalahalli, Brookefield, Bangalore",Brookefield,North Indian,3.8,40,300,0.908,0,Mass-market favourites
Homemade Delite,"HSR Layout, Sector 1, HSR, Bangalore",HSR,Bakery,3.6,21,200,0.843,0,Mass-market favourites
Homemade Delite,"HSR Layout, Sector 1, HSR, Bangalore",HSR,Bakery,3.6,21,200,0.629,0,Mass-market favourites
Homemade Food,"864, Ground floor, 14th Cross, Indiranagar, Bangalore",Indiranagar,South Indian,3.8,24,200,0.683,0,Mass-market favourites
